,season,month,holiday,day_of_week,workingday,weather,temp,atemp,humidity,windspeed,count
276,4.0,10.0,0.0,2.0,1.0,1.0,15.0,18.0,62.291700000000006,0.166658,4687.0
277,3.0,9.0,0.0,4.0,1.0,1.0,24.0,26.0,63.708299999999994,0.082721,7804.0
278,4.0,12.0,0.0,6.0,0.0,1.0,4.0,9.0,61.291700000000006,0.09578300000000001,3614.0
279,1.0,1.0,0.0,4.0,1.0,1.0,-3.0,3.0,68.75,0.113837,431.0
280,3.0,8.0,0.0,6.0,0.0,2.0,29.0,29.0,73.2917,0.206479,6299.0
281,1.0,2.0,0.0,0.0,0.0,1.0,5.0,9.0,45.7391,0.260883,1589.0
282,2.0,5.0,0.0,6.0,0.0,1.0,21.0,23.0,48.0417,0.12313299999999999,7429.0
283,2.0,5.0,0.0,3.0,1.0,2.0,26.0,28.0,67.0,0.134329,6855.0
284,4.0,11.0,0.0,5.0,1.0,1.0,4.0,9.0,64.95830000000001,0.058471,5668.0
285,3.0,7.0,0.0,0.0,0.0,1.0,32.0,33.0,71.7917,0.166667,6031.0
286,2.0,3.0,0.0,5.0,1.0,2.0,8.0,13.0,58.0833,0.138067,5459.0
287,1.0,1.0,0.0,1.0,1.0,2.0,-1.0,4.0,91.125,0.11070799999999999,2432.0
288,1.0,3.0,0.0,0.0,0.0,1.0,9.0,13.0,52.73909999999999,0.270604,2417.0
289,3.0,6.0,0.0,2.0,1.0,1.0,25.0,26.0,37.333299999999994,0.347642,7442.0
290,2.0,4.0,0.0,0.0,0.0,2.0,12.0,15.0,67.625,0.172267,6041.0
291,4.0,9.0,0.0,2.0,1.0,1.0,20.0,23.0,56.99999999999999,0.236321,7538.0
292,1.0,3.0,0.0,3.0,1.0,1.0,10.0,13.0,51.3333,0.345779,4916.0
293,3.0,9.0,0.0,3.0,1.0,1.0,20.0,23.0,53.6667,0.215175,7591.0
294,4.0,10.0,0.0,1.0,1.0,2.0,20.0,23.0,70.75,0.296037,5875.0
295,3.0,9.0,0.0,4.0,1.0,2.0,25.0,24.0,90.2083,0.128125,4795.0
296,3.0,7.0,0.0,5.0,1.0,1.0,38.0,39.0,54.25,0.17413800000000001,3846.0
297,4.0,11.0,0.0,0.0,0.0,1.0,13.0,16.0,45.8333,0.281721,3717.0
298,2.0,5.0,1.0,1.0,0.0,1.0,30.0,32.0,67.625,0.196521,6043.0
299,4.0,11.0,0.0,4.0,1.0,2.0,9.0,13.0,81.3333,0.189067,2933.0
300,2.0,6.0,0.0,1.0,1.0,2.0,21.0,23.0,77.79169999999999,0.174746,5099.0
301,4.0,11.0,0.0,3.0,1.0,3.0,14.0,17.0,93.0,0.136829,1817.0
302,1.0,1.0,0.0,6.0,0.0,2.0,-5.0,-1.0,53.5833,0.266804,959.0
303,1.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,31.125000000000004,0.24005,3243.0
304,2.0,5.0,0.0,0.0,0.0,1.0,23.0,25.0,74.9583,0.148008,4660.0
305,2.0,3.0,0.0,1.0,1.0,1.0,2.0,5.0,30.2174,0.212204,2028.0
306,2.0,4.0,0.0,1.0,1.0,2.0,5.0,8.0,76.66669999999999,0.303496,3214.0
307,2.0,5.0,0.0,5.0,1.0,1.0,21.0,24.0,52.33330000000001,0.136817,7639.0
308,3.0,8.0,0.0,4.0,1.0,2.0,30.0,31.0,75.75,0.19715,4576.0
309,3.0,8.0,0.0,5.0,1.0,2.0,33.0,35.0,64.25,0.215792,7175.0
310,3.0,7.0,0.0,1.0,1.0,1.0,33.0,35.0,64.5,0.164187,6830.0
311,1.0,2.0,0.0,5.0,1.0,1.0,5.0,8.0,52.6667,0.17849600000000002,4151.0
312,4.0,10.0,0.0,2.0,1.0,2.0,5.0,9.0,82.54549999999999,0.213009,1096.0
313,2.0,5.0,0.0,6.0,0.0,2.0,24.0,26.0,75.66669999999999,0.15299200000000002,6883.0
314,3.0,9.0,0.0,6.0,0.0,1.0,27.0,27.0,75.375,0.153608,5345.0
315,2.0,4.0,0.0,5.0,1.0,1.0,13.0,16.0,40.8333,0.155471,6398.0
316,1.0,12.0,0.0,6.0,0.0,1.0,4.0,8.0,54.25,0.190304,1011.0
317,3.0,9.0,0.0,1.0,1.0,1.0,26.0,27.0,69.2174,0.088913,4713.0
318,4.0,10.0,0.0,2.0,1.0,1.0,16.0,19.0,71.0,0.205854,4456.0
319,3.0,6.0,0.0,2.0,1.0,1.0,32.0,33.0,63.416700000000006,0.144283,4648.0
320,4.0,10.0,0.0,0.0,0.0,1.0,19.0,22.0,72.75,0.06345,5511.0
321,1.0,1.0,0.0,4.0,1.0,2.0,7.0,11.0,76.95830000000001,0.073396,4075.0
322,2.0,5.0,0.0,3.0,1.0,2.0,24.0,26.0,77.45830000000001,0.102,5260.0
323,3.0,8.0,0.0,1.0,1.0,2.0,32.0,34.0,65.4167,0.129354,7013.0
324,2.0,5.0,0.0,2.0,1.0,1.0,19.0,22.0,48.9167,0.11567100000000001,4803.0
325,2.0,5.0,0.0,3.0,1.0,1.0,27.0,28.0,69.625,0.15423299999999998,4978.0
326,4.0,10.0,0.0,0.0,0.0,2.0,11.0,15.0,70.8333,0.14116199999999998,3510.0
327,4.0,12.0,0.0,0.0,0.0,2.0,8.0,12.0,83.875,0.100742,3786.0
328,1.0,3.0,0.0,1.0,1.0,1.0,5.0,10.0,49.695699999999995,0.136926,2046.0
329,3.0,8.0,0.0,3.0,1.0,1.0,27.0,29.0,60.5,0.253108,5130.0
330,1.0,2.0,0.0,1.0,1.0,1.0,2.0,8.0,73.83330000000001,0.045408,1712.0
